"Month","WeekOfMonth","DayOfWeek","Make","AccidentArea","DayOfWeekClaimed","MonthClaimed","WeekOfMonthClaimed","Sex","MaritalStatus","Age","Fault","PolicyType","VehicleCategory","VehiclePrice","FraudFound_P","PolicyNumber","RepNumber","Deductible","DriverRating","Days_Policy_Accident","Days_Policy_Claim","PastNumberOfClaims","AgeOfVehicle","AgeOfPolicyHolder","PoliceReportFiled","WitnessPresent","AgentType","NumberOfSuppliments","AddressChange_Claim","NumberOfCars","Year","BasePolicy","ClaimSize"
"Feb","4","Tuesday","Dodge","Urban","Tuesday","Feb","4","Male","Married","39","Policy Holder","Sedan - Liability","Sport","30000 to 39000","0","3892","14","400","4","more than 30","more than 30","2 to 4","7 years","36 to 40","No","No","External","none","no change","1 vehicle","1994","Liability","12721.823949376"
"Feb","3","Thursday","Pontiac","Urban","Monday","Feb","4","Male","Married","54","Policy Holder","Utility - All Perils","Utility","more than 69000","0","3893","2","400","4","more than 30","more than 30","more than 4","more than 7","41 to 50","No","No","External","none","no change","1 vehicle","1994","All Perils","69101.981954304"
"Mar","2","Tuesday","Toyota","Urban","Thursday","Mar","3","Female","Divorced","43","Policy Holder","Sedan - All Perils","Sedan","less than 20000","0","3895","3","400","4","more than 30","more than 30","1","7 years","36 to 40","No","No","External","none","no change","1 vehicle","1994","All Perils","5227.5791634738"
"Mar","2","Tuesday","Pontiac","Urban","Wednesday","Mar","2","Male","Married","44","Policy Holder","Sedan - All Perils","Sedan","20000 to 29000","0","3896","4","400","3","more than 30","more than 30","2 to 4","more than 7","36 to 40","No","No","External","more than 5","no change","3 to 4","1994","All Perils","3124.0799479974"
"May","4","Monday","Saab","Urban","Friday","Jun","1","Male","Married","45","Third Party","Sedan - Collision","Sedan","30000 to 39000","0","3898","3","400","1","more than 30","more than 30","none","more than 7","36 to 40","No","No","External","none","no change","1 vehicle","1994","Collision","1806.0302739652"
"Jan","2","Monday","Mazda","Urban","Monday","Jan","2","Male","Married","51","Policy Holder","Utility - All Perils","Utility","more than 69000","0","3900","13","400","4","more than 30","more than 30","2 to 4","7 years","41 to 50","No","No","External","more than 5","no change","1 vehicle","1994","All Perils","60393.596467092"
"Jan","4","Tuesday","Honda","Urban","Wednesday","Jan","4","Male","Married","34","Policy Holder","Sport - Collision","Sport","more than 69000","0","3902","6","400","2","more than 30","more than 30","1","6 years","31 to 35","No","No","External","1 to 2","no change","1 vehicle","1994","Collision","66455.921509488"
"Feb","1","Sunday","Pontiac","Urban","Wednesday","Feb","2","Male","Married","21","Third Party","Sedan - Liability","Sport","20000 to 29000","0","3903","9","400","3","more than 30","more than 30","1","5 years","26 to 30","No","No","External","3 to 5","no change","1 vehicle","1994","Liability","9157.7073386818"
"Feb","2","Wednesday","Dodge","Urban","Tuesday","Feb","3","Male","Married","42","Third Party","Sedan - Liability","Sport","30000 to 39000","0","3904","12","400","1","more than 30","more than 30","none","7 years","36 to 40","No","No","External","more than 5","no change","1 vehicle","1994","Liability","9947.1564745924"
"Feb","3","Sunday","Pontiac","Urban","Wednesday","Feb","4","Female","Single","30","Policy Holder","Sedan - Liability","Sport","20000 to 29000","0","3907","10","400","1","more than 30","more than 30","more than 4","6 years","31 to 35","No","No","External","3 to 5","4 to 8 years","2 vehicles","1994","Liability","10273.744898278"
"Jan","3","Thursday","Pontiac","Urban","Thursday","Jan","3","Male","Single","33","Policy Holder","Sedan - Liability","Sport","20000 to 29000","0","3910","12","400","3","more than 30","more than 30","2 to 4","5 years","31 to 35","No","No","External","none","no change","1 vehicle","1994","Liability","3302.1926390646"
"Feb","1","Sunday","Pontiac","Urban","Monday","Feb","1","Male","Married","34","Policy Holder","Sedan - All Perils","Sedan","30000 to 39000","0","3911","7","400","2","more than 30","more than 30","none","7 years","31 to 35","No","No","External","more than 5","no change","1 vehicle","1994","All Perils","6835.5301652523"
"Feb","1","Friday","Mazda","Urban","Tuesday","Feb","4","Male","Married","74","Policy Holder","Sedan - Collision","Sedan","30000 to 39000","0","3912","9","400","3","more than 30","more than 30","2 to 4","more than 7","over 65","No","No","External","3 to 5","no change","1 vehicle","1994","Collision","47420.192288819"
"Feb","3","Wednesday","Mercury","Urban","Tuesday","Feb","4","Male","Married","41","Policy Holder","Sedan - Collision","Sedan","20000 to 29000","0","3913","4","400","1","more than 30","more than 30","1","more than 7","36 to 40","No","No","External","none","no change","1 vehicle","1994","Collision","4899.8275431498"
"Feb","3","Thursday","Pontiac","Urban","Friday","Feb","3","Male","Married","57","Policy Holder","Sedan - Collision","Sedan","30000 to 39000","0","3914","7","400","2","more than 30","more than 30","1","more than 7","51 to 65","No","No","External","none","1 year","1 vehicle","1994","Collision","50265.568263013"
"Feb","3","Saturday","Pontiac","Urban","Thursday","Feb","4","Male","Married","55","Policy Holder","Sedan - Collision","Sedan","30000 to 39000","0","3915","16","400","1","more than 30","more than 30","none","5 years","41 to 50","No","No","External","3 to 5","no change","1 vehicle","1994","Collision","5701.4409760973"
"Feb","3","Thursday","Saturn","Urban","Monday","Feb","3","Male","Single","64","Policy Holder","Sedan - Liability","Sport","60000 to 69000","0","3916","6","400","3","more than 30","more than 30","2 to 4","more than 7","51 to 65","No","No","External","more than 5","no change","1 vehicle","1994","Liability","69029.59139706"
"Feb","3","Saturday","Toyota","Urban","Tuesday","Feb","4","Male","Married","40","Policy Holder","Sedan - All Perils","Sedan","less than 20000","0","3917","10","400","2","more than 30","more than 30","1","more than 7","36 to 40","No","No","External","3 to 5","no change","1 vehicle","1994","All Perils","3178.5370386649"
"Feb","4","Saturday","Chevrolet","Urban","Monday","Feb","4","Male","Married","45","Policy Holder","Sedan - Liability","Sport","40000 to 59000","0","3923","13","400","4","more than 30","more than 30","more than 4","7 years","36 to 40","No","No","External","none","no change","1 vehicle","1994","Liability","34693.508154666"
"May","4","Monday","Mercury","Urban","Wednesday","May","4","Male","Married","27","Third Party","Sedan - Collision","Sedan","20000 to 29000","0","3924","6","400","2","more than 30","more than 30","none","6 years","31 to 35","No","No","External","3 to 5","no change","1 vehicle","1994","Collision","3174.1568588928"
"Mar","1","Saturday","Ford","Rural","Wednesday","Mar","2","Male","Married","51","Third Party","Sedan - All Perils","Sedan","more than 69000","0","3925","14","400","3","more than 30","more than 30","none","more than 7","41 to 50","No","No","External","more than 5","no change","1 vehicle","1994","All Perils","68467.707336825"
"Mar","5","Friday","Chevrolet","Urban","Monday","Apr","1","Male","Married","48","Policy Holder","Sedan - Liability","Sport","30000 to 39000","0","3926","2","400","3","more than 30","more than 30","2 to 4","7 years","41 to 50","No","No","External","none","no change","1 vehicle","1994","Liability","16424.99078154"
"May","4","Monday","Mazda","Urban","Tuesday","May","4","Male","Single","32","Policy Holder","Sedan - Collision","Sedan","20000 to 29000","1","3927","2","400","1","more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","none","no change","1 vehicle","1994","Collision","2922.3573189259"
"Nov","1","Monday","Chevrolet","Urban","Tuesday","Nov","3","Male","Married","48","Policy Holder","Utility - All Perils","Utility","more than 69000","0","3928","14","500","1","more than 30","more than 30","more than 4","more than 7","41 to 50","No","No","External","none","2 to 3 years","2 vehicles","1994","All Perils","50480.197643132"
"Nov","1","Wednesday","Toyota","Urban","Tuesday","Nov","3","Female","Single","33","Policy Holder","Sedan - Collision","Sedan","20000 to 29000","0","3929","5","400","4","more than 30","more than 30","1","5 years","31 to 35","No","No","External","more than 5","no change","1 vehicle","1994","Collision","7292.5414423394"
"May","4","Monday","Honda","Urban","Tuesday","Jun","2","Male","Single","19","Third Party","Sport - Collision","Sport","more than 69000","0","3930","11","400","1","more than 30","more than 30","none","5 years","21 to 25","No","No","External","none","no change","1 vehicle","1994","Collision","74073.457319546"
"Jun","5","Wednesday","Pontiac","Urban","Saturday","Jul","1","Male","Married","36","Policy Holder","Sedan - Liability","Sport","30000 to 39000","0","3932","11","400","1","more than 30","more than 30","2 to 4","7 years","36 to 40","No","No","External","none","no change","1 vehicle","1994","Liability","73871.310118836"
"Jun","3","Monday","Toyota","Urban","Wednesday","Jul","3","Male","Married","43","Third Party","Sedan - Collision","Sedan","20000 to 29000","0","3934","2","400","2","more than 30","more than 30","1","7 years","36 to 40","No","No","External","none","no change","1 vehicle","1994","Collision","5789.1110104538"
"Mar","4","Monday","Mazda","Urban","Tuesday","Apr","1","Male","Married","41","Policy Holder","Sedan - Liability","Sport","more than 69000","0","3936","15","400","3","more than 30","more than 30","2 to 4","more than 7","36 to 40","No","No","External","none","no change","1 vehicle","1994","Liability","63660.50016286"
"Mar","5","Tuesday","Chevrolet","Urban","Wednesday","Mar","5","Male","Married","37","Policy Holder","Sedan - Liability","Sport","20000 to 29000","0","3937","6","400","2","more than 30","more than 30","2 to 4","more than 7","36 to 40","No","No","External","1 to 2","no change","3 to 4","1994","Liability","2595.5964011557"
"Mar","2","Tuesday","Honda","Urban","Tuesday","Mar","2","Male","Single","34","Policy Holder","Sedan - Liability","Sport","30000 to 39000","0","3939","15","400","2","more than 30","more than 30","none","6 years","31 to 35","No","No","External","1 to 2","no change","1 vehicle","1994","Liability","6699.1365746449"
"May","4","Tuesday","Accura","Urban","Tuesday","May","4","Male","Married","45","Policy Holder","Sedan - Liability","Sport","40000 to 59000","1","3940","8","400","1","more than 30","more than 30","2 to 4","7 years","36 to 40","No","No","External","none","no change","1 vehicle","1994","Liability","55591.405711688"
"Mar","1","Monday","Chevrolet","Urban","Tuesday","Mar","2","Male","Married","46","Policy Holder","Sedan - All Perils","Sedan","more than 69000","0","3942","12","400","1","more than 30","more than 30","2 to 4","more than 7","41 to 50","No","No","External","none","no change","1 vehicle","1994","All Perils","71319.038476291"
"Mar","1","Friday","Toyota","Urban","Thursday","Mar","2","Male","Single","33","Policy Holder","Sedan - Liability","Sport","20000 to 29000","0","3943","16","400","3","more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","more than 5","no change","1 vehicle","1994","Liability","3456.6584851827"
"Feb","5","Tuesday","Pontiac","Urban","Tuesday","Feb","5","Female","Single","52","Policy Holder","Sedan - Liability","Sport","less than 20000","0","3944","10","400","3","more than 30","more than 30","1","more than 7","41 to 50","No","No","External","none","no change","1 vehicle","1994","Liability","1077.0950006886"
"Feb","4","Saturday","Honda","Urban","Tuesday","Mar","2","Female","Single","27","Policy Holder","Sedan - Liability","Sport","20000 to 29000","0","3945","5","400","4","more than 30","more than 30","1","7 years","31 to 35","No","No","External","1 to 2","no change","1 vehicle","1994","Liability","626.51660065925"
"Feb","4","Saturday","Toyota","Urban","Wednesday","Mar","2","Male","Single","28","Policy Holder","Sedan - All Perils","Sedan","20000 to 29000","0","3946","7","400","2","more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","more than 5","no change","1 vehicle","1994","All Perils","5015.3301603094"
"Feb","3","Wednesday","Accura","Urban","Monday","Feb","3","Male","Married","27","Policy Holder","Sedan - Collision","Sedan","30000 to 39000","0","3948","13","400","1","more than 30","more than 30","1","6 years","31 to 35","No","No","Internal","3 to 5","no change","1 vehicle","1994","Collision","50448.705683431"
"Jan","4","Monday","Toyota","Urban","Monday","Apr","2","Female","Married","27","Policy Holder","Sedan - Collision","Sedan","20000 to 29000","0","3949","1","400","2","more than 30","more than 30","1","5 years","31 to 35","No","No","External","none","4 to 8 years","2 vehicles","1994","Collision","575.80434610321"
"Apr","1","Sunday","Honda","Urban","Tuesday","Apr","1","Male","Single","0","Policy Holder","Sedan - All Perils","Sedan","more than 69000","0","3950","3","400","1","more than 30","more than 30","none","new","16 to 17","No","No","External","none","no change","1 vehicle","1994","All Perils","57741.215141843"
"Mar","4","Friday","Toyota","Urban","Thursday","Apr","2","Male","Married","47","Third Party","Sedan - All Perils","Sedan","20000 to 29000","0","3952","2","400","3","more than 30","more than 30","more than 4","more than 7","41 to 50","No","No","External","none","no change","1 vehicle","1994","All Perils","28097.823427055"
"Mar","3","Sunday","Honda","Urban","Saturday","Mar","4","Male","Married","36","Policy Holder","Sedan - Liability","Sport","20000 to 29000","0","3953","3","400","3","more than 30","more than 30","none","7 years","36 to 40","No","No","External","3 to 5","no change","1 vehicle","1994","Liability","1442.9808447727"
"Mar","3","Saturday","Chevrolet","Urban","Friday","Apr","1","Male","Divorced","35","Third Party","Sedan - All Perils","Sedan","20000 to 29000","0","3954","5","400","3","15 to 30","more than 30","1","4 years","31 to 35","No","No","External","none","no change","1 vehicle","1994","All Perils","6689.0241568087"
